,fakeid,fakeid0,female0,famid0,year0,age0,eduyrs0,famsize0,kfamincly0,tlabincly0,klabincly0,knlabincly0,wage_inc0,hrs_house0,hrs_workly0,race0,college0,employdB0,fulltimely0,lowincly0,fakeid1,female1,famid1,year1,age1,eduyrs1,famsize1,kfamincly1,tlabincly1,klabincly1,knlabincly1,wage_inc1,hrs_house1,hrs_workly1,race1,college1,employdB1,fulltimely1,lowincly1
78,505,505,Male,127,2019,51,12,2,157.464,155.304,112.104,41.538532,54.63158,10,39.46154,White,No,1,Full-time (1750+ hours),0,505,Female,127,2019,53,16,2,157.464,155.304,43.200001,41.538532,22.617802,8,36.73077,White,Yes,1,Full-time (1750+ hours),0
84,525,525,Male,132,2019,62,12,3,228.96001,228.96002,168.48001,-0.00029343826,84.240005,20,38.46154,White,No,1,Full-time (1750+ hours),0,525,Female,132,2019,61,12,3,228.96001,228.96002,60.480003,-0.00029343826,29.64706,20,39.23077,White,No,1,Full-time (1750+ hours),0
88,558,558,Male,140,2019,39,16,4,124.41601,124.2,113.4,4.1539121,49.736843,14,43.846153,White,Yes,1,Full-time (1750+ hours),0,558,Female,140,2019,36,12,4,124.41601,124.2,10.8,4.1539121,18.0,14,11.538462,White,No,1,Part-time (50-1749 hours),0
93,576,576,Male,144,2019,24,11,3,32.400002,10.8,5.4000001,415.38464,2.9670331,11,35.0,Black,No,1,Full-time (1750+ hours),0,576,Female,144,2019,22,11,3,32.400002,10.8,5.4000001,415.38464,15.000001,6,6.9230771,Black,No,1,Part-time (50-1749 hours),0
98,596,596,Male,149,2019,57,14,2,78.084,78.084,41.472,0.0,20.230246,6,39.423077,White,Yes,1,Full-time (1750+ hours),0,596,Female,149,2019,49,13,2,78.084,78.084,36.612003,0.0,28.250002,3,24.923077,White,No,1,Part-time (50-1749 hours),0
105,645,645,Male,162,2019,35,14,2,38.124001,31.32,21.6,130.84618,14.062501,2,29.538462,White,Yes,1,Part-time (50-1749 hours),0,645,Female,162,2019,35,16,2,38.124001,31.32,9.7200003,130.84618,10.848215,10,17.23077,White,Yes,1,Part-time (50-1749 hours),0
111,658,658,Male,165,2019,53,16,3,129.63025,124.20865,86.408646,104.26154,46.158463,2,36.0,White,Yes,1,Full-time (1750+ hours),0,658,Female,165,2019,52,16,3,129.63025,124.20865,37.800003,104.26154,21.081985,20,34.48077,White,Yes,0,Full-time (1750+ hours),0
115,681,681,Male,171,2019,63,16,2,226.41553,225.72,55.080002,13.375503,27.706238,7,38.23077,White,Yes,1,Full-time (1750+ hours),0,681,Female,171,2019,57,17,2,226.41553,225.72,170.64,13.375503,71.100006,10,46.153847,White,Yes,1,Full-time (1750+ hours),0
118,693,693,Male,174,2019,28,14,4,72.900002,66.959999,21.6,114.23082,12.342857,10,33.653847,White,Yes,1,Full-time (1750+ hours),0,693,Female,174,2019,42,14,4,72.900002,66.959999,45.360001,114.23082,17.788237,20,49.03846,White,Yes,1,Full-time (1750+ hours),0
120,699,699,Male,175,2019,45,17,4,218.17081,218.16,114.48,0.20775428,56.117649,14,39.23077,White,Yes,1,Full-time (1750+ hours),0,699,Female,175,2019,43,17,4,218.17081,218.16,103.68001,0.20775428,50.232559,14,39.692307,White,Yes,1,Full-time (1750+ hours),0
123,706,706,Male,177,2019,51,12,5,152.28,152.28,91.800003,0.0,23.696438,1,74.5,Black,Unknown,1,Full-time (1750+ hours),0,706,Female,177,2019,52,12,5,152.28,152.28,60.480003,0.0,20.40486,3,57.0,White,No,1,Full-time (1750+ hours),0
126,715,715,Male,179,2019,56,17,2,200.01601,199.8,135.0,4.1539121,70.3125,8,36.923077,Other,Yes,1,Full-time (1750+ hours),0,715,Female,179,2019,53,16,2,200.01601,199.8,64.800003,4.1539121,34.468086,10,36.153847,Other,Yes,1,Full-time (1750+ hours),0
127,720,720,Male,180,2019,50,14,3,86.724007,86.508003,41.148003,4.1539121,17.267311,6,45.826923,Black,No,1,Full-time (1750+ hours),0,720,Female,180,2019,42,16,3,86.724007,86.508003,45.360001,4.1539121,24.179106,5,36.076923,Black,Yes,1,Full-time (1750+ hours),0
135,747,747,Male,187,2019,30,16,2,97.200005,97.200005,64.800003,0.0,31.153847,10,40.0,Other,Yes,1,Full-time (1750+ hours),0,747,Female,187,2019,29,16,2,97.200005,97.200005,32.400002,0.0,15.882354,5,39.23077,White,Yes,1,Full-time (1750+ hours),0
137,759,759,Male,190,2019,45,16,3,162.64801,162.0,81.0,12.461736,38.94231,10,40.0,White,Yes,1,Full-time (1750+ hours),0,759,Female,190,2019,47,16,3,162.64801,162.0,81.0,12.461736,38.94231,7,40.0,White,Yes,1,Full-time (1750+ hours),0
139,770,770,Male,193,2019,60,12,2,52.735321,51.454445,30.697922,24.632235,19.678154,2,30.0,White,No,1,Part-time (50-1749 hours),0,770,Female,193,2019,59,12,2,52.735321,51.454445,20.756521,24.632235,11.956521,8,33.384617,White,No,1,Part-time (50-1749 hours),0
142,788,788,Male,197,2019,36,3,3,73.494003,73.440002,43.200001,1.038478,20.093023,18,41.346153,Other,Unknown,1,Full-time (1750+ hours),0,788,Female,197,2019,35,8,3,73.494003,73.440002,30.240002,1.038478,14.693878,20,39.576923,Other,Unknown,1,Full-time (1750+ hours),0
143,790,790,Male,198,2019,68,16,2,394.30801,394.20001,216.00002,2.076956,110.20409,8,37.692307,White,Yes,1,Full-time (1750+ hours),0,790,Female,198,2019,52,17,2,394.30801,394.20001,178.20001,2.076956,90.918373,20,37.692307,White,Yes,1,Full-time (1750+ hours),0
149,811,811,Male,203,2019,44,17,4,57.888,42.335999,10.368,299.07697,3.6188483,14,55.096153,White,Yes,1,Full-time (1750+ hours),0,811,Female,203,2019,32,16,4,57.888,42.335999,31.968,299.07697,20.492308,10,30.0,White,Unknown,1,Part-time (50-1749 hours),0
153,820,820,Male,205,2019,38,17,3,125.064,120.96001,116.64001,78.923004,60.750004,10,36.923077,Black,Yes,1,Full-time (1750+ hours),0,820,Female,205,2019,31,16,3,125.064,120.96001,4.3200002,78.923004,4.1142859,4,20.192308,White,Yes,1,Part-time (50-1749 hours),0
162,856,856,Male,214,2019,51,16,7,76.68,76.68,55.080002,0.0,18.360001,10,57.692307,White,Unknown,1,Full-time (1750+ hours),0,856,Female,214,2019,53,13,7,76.68,76.68,21.6,0.0,10.588236,10,39.23077,White,No,1,Full-time (1750+ hours),0
165,869,869,Male,218,2019,46,16,3,194.40649,194.40001,156.60001,0.12471126,84.648651,3,35.576923,White,Yes,1,Full-time (1750+ hours),0,869,Female,218,2019,46,16,3,194.40649,194.40001,37.800003,0.12471126,21.343874,7,34.057693,Unknown,Unknown,1,Full-time (1750+ hours),0
166,874,874,Male,219,2019,47,17,5,151.66873,146.60568,123.12,97.366333,62.81633,25,37.692307,White,Yes,1,Full-time (1750+ hours),0,874,Female,219,2019,45,17,5,151.66873,146.60568,23.485682,97.366333,22.240229,25,20.307692,White,No,1,Part-time (50-1749 hours),0
171,885,885,Male,222,2019,33,17,2,97.740005,86.400002,43.200001,218.077,15.401071,5,53.942307,White,Yes,1,Full-time (1750+ hours),0,885,Female,222,2019,31,17,2,97.740005,86.400002,43.200001,218.077,24.201681,10,34.326923,White,Yes,1,Full-time (1750+ hours),0
175,898,898,Male,225,2019,47,9,8,87.048004,62.639999,19.440001,469.3847,27.341774,36,13.673077,Black,Unknown,0,Part-time (50-1749 hours),0,898,Female,225,2019,36,14,8,87.048004,62.639999,43.200001,469.3847,23.920267,5,34.73077,Black,Unknown,1,Full-time (1750+ hours),0
179,922,922,Male,231,2019,48,14,2,126.36001,126.36001,108.00001,0.0,36.734695,2,56.53846,White,Yes,1,Full-time (1750+ hours),0,922,Female,231,2019,52,16,2,126.36001,126.36001,18.360001,0.0,21.6,14,16.346153,White,Yes,0,Part-time (50-1749 hours),0
186,958,958,Male,240,2019,55,17,4,226.92961,224.64001,140.40001,44.030704,62.400002,8,43.26923,White,Yes,1,Full-time (1750+ hours),0,958,Female,240,2019,44,17,4,226.92961,224.64001,84.240005,44.030704,63.673473,15,25.442308,White,Yes,1,Part-time (50-1749 hours),0
188,969,969,Male,243,2019,27,16,2,157.89601,157.68001,84.240005,4.1539121,38.677689,10,41.884617,White,Yes,1,Full-time (1750+ hours),0,969,Female,243,2019,26,16,2,157.89601,157.68001,73.440002,4.1539121,33.890171,10,41.673077,Other,Yes,1,Full-time (1750+ hours),0
190,975,975,Male,244,2019,62,16,2,64.810806,64.800003,0.0,0.20775428,0.0,20,40.0,White,Unknown,1,Full-time (1750+ hours),0,975,Female,244,2019,51,17,2,64.810806,64.800003,64.800003,0.20775428,32.9771,6,37.78846,White,Unknown,1,Full-time (1750+ hours),0
192,983,983,Male,246,2019,55,17,2,222.58801,222.48001,103.68001,2.076956,54.915257,10,36.307693,Other,Unknown,1,Full-time (1750+ hours),0,983,Female,246,2019,51,17,2,222.58801,222.48001,118.8,2.076956,57.115387,15,40.0,Other,Yes,1,Full-time (1750+ hours),0
195,993,993,Male,249,2019,48,16,3,133.272,107.35201,88.560005,498.46152,41.0,6,41.53846,White,Yes,1,Full-time (1750+ hours),0,993,Female,249,2019,43,14,3,133.272,107.35201,18.792,498.46152,10.56918,20,34.192307,White,No,1,Full-time (1750+ hours),0
196,1002,1002,Male,251,2019,36,13,4,188.13385,186.84,85.32,24.881804,45.190681,6,36.307693,White,No,1,Full-time (1750+ hours),0,1002,Female,251,2019,37,13,4,188.13385,186.84,101.52,24.881804,64.744904,20,30.153847,White,No,1,Part-time (50-1749 hours),0
202,1022,1022,Male,256,2019,25,16,2,74.520004,70.200005,54.000004,83.07692,21.343874,3,48.653847,White,Yes,1,Full-time (1750+ hours),0,1022,Female,256,2019,24,16,2,74.520004,70.200005,16.200001,83.07692,15.882354,5,19.615385,White,Yes,1,Part-time (50-1749 hours),0
204,1030,1030,Male,258,2019,60,16,2,112.33945,112.32,85.32,0.37398705,29.936844,2,54.807693,White,Yes,1,Full-time (1750+ hours),0,1030,Female,258,2019,60,13,2,112.33945,112.32,27.000002,0.37398705,17.307693,10,30.0,White,No,1,Part-time (50-1749 hours),0
207,1041,1041,Male,261,2019,55,11,2,68.040001,54.000004,0.0,269.99994,0.0,10,50.0,White,No,1,Full-time (1750+ hours),0,1041,Female,261,2019,50,12,2,68.040001,54.000004,54.000004,269.99994,17.857143,8,58.153847,White,No,1,Full-time (1750+ hours),0
210,1068,1068,Male,267,2019,36,17,4,244.53145,197.86249,127.44,897.47998,68.369102,4,35.846153,Black,Yes,1,Full-time (1750+ hours),0,1068,Female,267,2019,38,12,4,244.53145,197.86249,70.422485,897.47998,34.45327,12,39.307693,Black,No,1,Full-time (1750+ hours),0
223,1128,1128,Male,282,2019,26,12,3,23.4792,23.220001,12.42,4.9845991,5.3076925,8,45.0,Black,No,1,Full-time (1750+ hours),0,1128,Female,282,2019,24,12,3,23.4792,23.220001,10.8,4.9845991,5.9340663,6,35.0,Black,Unknown,1,Full-time (1750+ hours),0
229,1165,1165,Male,292,2019,33,15,4,104.76,104.76,57.240002,0.0,20.406418,5,53.942307,White,Yes,1,Full-time (1750+ hours),0,1165,Female,292,2019,33,14,4,104.76,104.76,47.52,0.0,24.2449,15,37.692307,White,No,1,Full-time (1750+ hours),0
242,1228,1228,Male,307,2019,52,12,3,151.308,113.40001,64.800003,728.99982,33.061226,5,37.692307,Black,No,1,Full-time (1750+ hours),0,1228,Female,307,2019,53,14,3,151.308,113.40001,48.600002,728.99982,23.82353,15,39.23077,Black,No,1,Full-time (1750+ hours),0
252,1272,1272,Male,318,2019,30,14,4,58.320004,58.32,33.48,7.3359566e-05,16.541502,2,38.923077,Black,No,1,Full-time (1750+ hours),0,1272,Female,318,2019,35,14,4,58.320004,58.32,24.84,7.3359566e-05,12.321429,8,38.76923,Black,No,1,Full-time (1750+ hours),0
256,1295,1295,Male,324,2019,37,12,4,115.61401,115.56,81.0,1.0386246,32.530121,5,47.884617,White,No,1,Full-time (1750+ hours),0,1295,Female,324,2019,34,13,4,115.61401,115.56,34.560001,1.0386246,17.741274,20,37.46154,White,No,1,Full-time (1750+ hours),0
258,1300,1300,Male,325,2019,28,12,3,77.760002,77.760002,61.560001,0.0,27.880436,2,42.46154,Black,No,1,Full-time (1750+ hours),0,1300,Female,325,2019,40,16,3,77.760002,77.760002,16.200001,0.0,18.75,15,16.615385,Black,Yes,0,Part-time (50-1749 hours),0
261,1316,1316,Male,329,2019,63,16,2,258.12216,258.12,162.0,0.041668233,84.375,7,36.923077,Other,Unknown,1,Full-time (1750+ hours),0,1316,Female,329,2019,57,16,2,258.12216,258.12,96.120003,0.041668233,46.21154,10,40.0,Other,Yes,1,Full-time (1750+ hours),0
264,1337,1337,Male,335,2019,60,12,3,177.12001,143.64001,84.240005,643.84607,57.857143,2,28.0,White,No,1,Part-time (50-1749 hours),0,1337,Female,335,2019,57,16,3,177.12001,143.64001,59.400002,643.84607,22.846155,15,50.0,White,Yes,1,Full-time (1750+ hours),0
270,1350,1350,Male,338,2019,24,12,2,47.196003,46.440002,22.68,14.538471,12.359674,12,35.28846,Other,Unknown,1,Full-time (1750+ hours),0,1350,Female,338,2019,25,14,2,47.196003,46.440002,23.76,14.538471,18.932272,30,24.134615,Other,Yes,1,Part-time (50-1749 hours),0
275,1370,1370,Male,343,2019,40,17,4,115.66801,115.56001,70.200005,2.076956,31.836737,10,42.403847,White,Yes,1,Full-time (1750+ hours),0,1370,Female,343,2019,38,16,4,115.66801,115.56001,45.360001,2.076956,31.6318,10,27.576923,White,Yes,1,Part-time (50-1749 hours),0
278,1382,1382,Male,346,2019,38,14,4,142.56001,141.48001,62.640003,20.769266,25.567348,2,47.115383,White,Yes,1,Full-time (1750+ hours),0,1382,Female,346,2019,34,17,4,142.56001,141.48001,78.840004,20.769266,38.234726,24,39.653847,White,Yes,1,Full-time (1750+ hours),0
280,1390,1390,Male,348,2019,24,17,2,71.82,71.279999,38.880001,10.384633,26.431,10,28.288462,White,No,0,Part-time (50-1749 hours),0,1390,Female,348,2019,26,16,2,71.82,71.279999,32.400002,10.384633,18.398638,8,33.865383,White,Yes,1,Full-time (1750+ hours),0
283,1395,1395,Male,349,2019,59,17,4,37.800003,37.800003,10.8,0.0,6.9230771,5,30.0,Other,Unknown,1,Part-time (50-1749 hours),0,1395,Female,349,2019,54,17,4,37.800003,37.800003,27.000002,0.0,16.413374,5,31.634615,Other,Unknown,1,Part-time (50-1749 hours),0
287,1413,1413,Male,354,2019,42,14,3,110.646,106.92,61.560001,71.653954,27.742228,3,42.673077,White,Yes,1,Full-time (1750+ hours),0,1413,Female,354,2019,41,16,3,110.646,106.92,45.360001,71.653954,24.23077,10,36.0,White,Yes,1,Full-time (1750+ hours),0
290,1428,1428,Male,357,2019,26,13,2,87.3936,86.313599,53.913601,20.769266,25.920002,10,40.0,Other,No,1,Full-time (1750+ hours),0,1428,Female,357,2019,23,14,2,87.3936,86.313599,32.400002,20.769266,15.569438,40,40.01923,Black,No,1,Full-time (1750+ hours),0
291,1432,1432,Male,358,2019,50,12,3,22.034161,7.5600004,7.5600004,278.34924,9.6923084,5,15.0,White,No,1,Part-time (50-1749 hours),0,1432,Female,358,2019,48,12,3,22.034161,7.5600004,0.0,278.34924,0.0,40,24.615385,White,No,0,Part-time (50-1749 hours),0
295,1443,1443,Male,361,2019,73,14,2,44.064003,5.4000001,4.3200002,743.53851,41.538464,7,2.0,White,No,1,Part-time (50-1749 hours),0,1443,Female,361,2019,80,14,2,44.064003,5.4000001,1.08,743.53851,10.384616,28,2.0,White,No,1,Part-time (50-1749 hours),0
296,1448,1448,Male,362,2019,51,16,2,152.388,152.28001,108.00001,2.0766625,52.325584,8,39.692307,White,Unknown,1,Full-time (1750+ hours),0,1448,Female,362,2019,42,17,2,152.388,152.28001,44.280003,2.0766625,22.262444,10,38.25,White,Unknown,1,Full-time (1750+ hours),0
300,1457,1457,Male,365,2019,41,16,2,196.68961,196.56,117.72,2.4924645,49.462189,10,45.76923,White,Yes,1,Full-time (1750+ hours),0,1457,Female,365,2019,37,17,2,196.68961,196.56,78.840004,2.4924645,40.555557,10,37.384617,White,Yes,1,Full-time (1750+ hours),0
304,1468,1468,Male,367,2019,39,15,3,82.080002,82.080002,51.840004,0.0,15.456172,2,64.5,Black,No,1,Full-time (1750+ hours),0,1468,Female,367,2019,39,14,3,82.080002,82.080002,30.240002,0.0,19.534885,15,29.76923,Other,Unknown,1,Part-time (50-1749 hours),0
305,1470,1470,Male,368,2019,56,12,3,161.39088,134.38225,83.946243,519.39685,37.210213,3,43.384617,White,No,1,Full-time (1750+ hours),0,1470,Female,368,2019,56,13,3,161.39088,134.38225,50.436001,519.39685,28.853548,8,33.615383,White,No,1,Part-time (50-1749 hours),0
319,1526,1526,Male,382,2019,47,12,4,103.788,98.279999,33.48,105.92314,13.665307,20,47.115383,White,No,1,Full-time (1750+ hours),0,1526,Female,382,2019,48,16,4,103.788,98.279999,64.800003,105.92314,21.95122,22,56.76923,White,Yes,1,Full-time (1750+ hours),0
323,1554,1554,Male,389,2019,41,17,3,182.03401,181.44,100.44,11.423258,47.4445,10,40.71154,White,Yes,1,Full-time (1750+ hours),0,1554,Female,389,2019,39,16,3,182.03401,181.44,81.0,11.423258,67.5,20,23.076923,White,Yes,1,Part-time (50-1749 hours),0
324,1558,1558,Male,390,2019,61,12,4,232.20001,198.72,97.200005,643.84637,46.73077,1,40.0,White,No,1,Full-time (1750+ hours),0,1558,Female,390,2019,60,12,4,232.20001,198.72,101.52,643.84637,48.807693,14,40.0,White,No,1,Full-time (1750+ hours),0
325,1568,1568,Male,392,2019,32,12,4,94.014,55.080002,42.120003,748.73071,21.091639,10,38.403847,White,Unknown,1,Full-time (1750+ hours),0,1568,Female,392,2019,39,12,4,94.014,55.080002,12.960001,748.73071,12.806325,15,19.461538,White,Unknown,1,Part-time (50-1749 hours),0
329,1583,1583,Male,396,2019,49,16,2,227.98801,227.88,178.20001,2.076956,90.918373,7,37.692307,White,Yes,1,Full-time (1750+ hours),0,1583,Female,396,2019,50,13,2,227.98801,227.88,49.68,2.076956,29.819929,10,32.03846,White,No,1,Part-time (50-1749 hours),0
332,1604,1604,Male,401,2019,24,11,3,24.84,24.84,19.440001,0.0,9.2792368,20,40.28846,White,No,1,Full-time (1750+ hours),0,1604,Female,401,2019,21,10,3,24.84,24.84,5.4000001,0.0,10.384616,20,10.0,White,No,1,Part-time (50-1749 hours),0
347,1693,1693,Male,424,2019,26,16,2,57.294003,57.240005,35.640003,1.0384046,17.687346,10,38.75,White,Yes,1,Full-time (1750+ hours),0,1693,Female,424,2019,24,16,2,57.294003,57.240005,21.6,1.0384046,6.9970846,7,59.365383,White,Yes,1,Full-time (1750+ hours),0
351,1700,1700,Male,425,2019,44,12,2,62.640003,10.8,0.0,996.92316,0.0,2,37.692307,White,Unknown,1,Full-time (1750+ hours),0,1700,Female,425,2019,46,17,2,62.640003,10.8,10.8,996.92316,5.7446809,5,36.153847,White,Yes,1,Full-time (1750+ hours),0
354,1708,1708,Male,427,2019,29,12,4,65.772003,65.664001,28.188002,2.076956,14.374299,20,37.71154,Black,No,0,Full-time (1750+ hours),0,1708,Female,427,2019,27,14,4,65.772003,65.664001,37.476002,2.076956,18.663347,7,38.615383,White,Yes,1,Full-time (1750+ hours),0
360,1730,1730,Male,433,2019,26,12,3,36.612003,35.639999,18.360001,18.692383,9.8709679,2,35.76923,White,No,1,Full-time (1750+ hours),0,1730,Female,433,2019,26,10,3,36.612003,35.639999,17.280001,18.692383,8.003706,20,41.51923,White,No,1,Full-time (1750+ hours),0
362,1734,1734,Male,434,2019,38,17,3,127.45081,112.32001,62.640003,290.9769,29.589043,4,40.71154,White,No,1,Full-time (1750+ hours),0,1734,Female,434,2019,35,16,3,127.45081,112.32001,49.68,290.9769,25.983265,20,36.76923,White,Yes,1,Full-time (1750+ hours),0
368,1752,1752,Male,438,2019,54,16,3,123.552,111.24001,56.160004,236.76917,24.375002,15,44.307693,Black,Yes,1,Full-time (1750+ hours),0,1752,Female,438,2019,58,14,3,123.552,111.24001,55.080002,236.76917,27.1063,15,39.076923,Black,No,1,Full-time (1750+ hours),0
369,1758,1758,Male,440,2019,55,14,2,104.8896,101.52,45.360001,64.799973,18.144001,1,48.076923,White,Yes,1,Full-time (1750+ hours),0,1758,Female,440,2019,64,15,2,104.8896,101.52,56.160004,64.799973,28.653063,10,37.692307,White,Yes,1,Full-time (1750+ hours),0
378,1798,1798,Male,450,2019,49,12,4,101.5632,92.880005,64.800003,166.98456,31.456312,20,39.615383,White,No,1,Full-time (1750+ hours),0,1798,Female,450,2019,45,12,4,101.5632,92.880005,28.080002,166.98456,14.040001,20,38.46154,White,No,1,Full-time (1750+ hours),0
382,1814,1814,Male,454,2019,49,16,2,227.60353,227.60353,152.00352,0.0,55.073742,20,53.076923,Black,No,1,Full-time (1750+ hours),0,1814,Female,454,2019,44,16,2,227.60353,227.60353,75.600006,0.0,32.307693,5,45.0,Black,No,1,Full-time (1750+ hours),0
384,1819,1819,Male,455,2019,52,12,5,89.532005,59.400002,0.0,579.46161,0.0,4,42.75,White,No,1,Full-time (1750+ hours),0,1819,Female,455,2019,48,16,5,89.532005,59.400002,59.400002,579.46161,32.004311,14,35.692307,White,Yes,1,Full-time (1750+ hours),0
385,1823,1823,Male,456,2019,58,17,2,423.64404,423.36002,357.48001,5.4620595,121.67461,8,56.5,White,Yes,1,Full-time (1750+ hours),0,1823,Female,456,2019,58,17,2,423.64404,423.36002,65.880005,5.4620595,28.034044,30,45.192307,White,Yes,1,Full-time (1750+ hours),0
386,1825,1825,Male,457,2019,42,16,5,96.120003,92.880005,54.000004,62.307652,22.406639,8,46.346153,White,Yes,1,Full-time (1750+ hours),0,1825,Female,457,2019,37,14,5,96.120003,92.880005,38.880001,62.307652,20.165976,8,37.076923,White,Yes,1,Full-time (1750+ hours),0
392,1855,1855,Male,464,2019,36,11,2,47.104202,47.104202,8.6400003,0.0,29.18919,2,5.6923075,Black,No,1,Part-time (50-1749 hours),0,1855,Female,464,2019,49,16,2,47.104202,47.104202,38.464203,0.0,19.193714,2,38.53846,Black,Yes,1,Full-time (1750+ hours),0
393,1880,1880,Male,470,2019,60,16,2,93.966484,90.720001,64.800003,62.432362,37.028572,10,33.653847,White,Yes,0,Full-time (1750+ hours),0,1880,Female,470,2019,65,14,2,93.966484,90.720001,25.920002,62.432362,21.176472,10,23.538462,White,Unknown,1,Part-time (50-1749 hours),0
399,1919,1919,Male,480,2019,47,16,4,210.81601,162.0,0.0,938.76941,0.0,10,28.5,Other,Yes,1,Part-time (50-1749 hours),0,1919,Female,480,2019,46,16,4,210.81601,162.0,162.0,938.76941,79.685196,5,39.096153,Other,Yes,1,Full-time (1750+ hours),0
404,1930,1930,Male,483,2019,43,14,5,80.7192,76.3992,49.140003,83.07692,21.581028,3,43.78846,White,No,1,Full-time (1750+ hours),0,1930,Female,483,2019,41,14,5,80.7192,76.3992,27.259201,83.07692,15.093688,20,34.73077,White,Yes,1,Full-time (1750+ hours),0
412,1977,1977,Male,495,2019,46,16,2,181.44,179.28001,151.20001,41.538239,68.571434,5,42.403847,White,Yes,1,Full-time (1750+ hours),0,1977,Female,495,2019,45,17,2,181.44,179.28001,28.080002,41.538239,21.272728,5,25.384615,White,Yes,1,Part-time (50-1749 hours),0
416,1983,1983,Male,496,2019,37,16,4,756.86401,756.0,648.0,16.615648,257.44934,4,48.403847,White,Yes,1,Full-time (1750+ hours),0,1983,Female,496,2019,31,17,4,756.86401,756.0,108.00001,16.615648,62.973763,8,32.98077,White,Yes,1,Part-time (50-1749 hours),0
418,1985,1985,Male,497,2019,44,17,4,153.36217,153.36002,75.600006,0.041374795,38.57143,1,37.692307,White,Yes,1,Full-time (1750+ hours),0,1985,Female,497,2019,42,17,4,153.36217,153.36002,77.760002,0.041374795,31.868855,5,46.923077,White,Yes,1,Full-time (1750+ hours),0
420,2001,2001,Male,501,2019,43,16,3,225.28801,219.24001,117.72,116.30777,58.918922,5,38.423077,White,Yes,1,Full-time (1750+ hours),0,2001,Female,501,2019,43,16,3,225.28801,219.24001,101.52,116.30777,55.414848,6,35.23077,White,Yes,1,Full-time (1750+ hours),0
424,2023,2023,Male,506,2019,51,17,2,133.88977,130.14001,63.720001,72.110687,40.431473,10,30.307692,Other,Yes,1,Part-time (50-1749 hours),0,2023,Female,506,2019,50,17,2,133.88977,130.14001,66.420006,72.110687,34.34333,10,37.192307,White,Yes,1,Full-time (1750+ hours),0
